Buy Date,Symbol,Buy price,Sell Date,Sell Price ,Change 
22/07/2022,HALO,49.50,02/09/2022,38.92,-21.37%
22/07/2022,GLPI,50.80,02/09/2022,48.13,-5.26%
22/07/2022,KRYS,69.99,02/09/2022,70.72,1.04%
22/07/2022,SNEX,36.78,02/09/2022,39.68,7.88%
22/07/2022,ERIE,191.81,02/09/2022,215.59,12.40%
22/07/2022,TRI,112.53,02/09/2022,113.3,0.68%
22/07/2022,QQQ,301.99,02/09/2022,295.17,-2.26%
22/07/2022,QQQ,301.99,02/09/2022,295.17,-2.26%
22/07/2022,QQQ,301.99,02/09/2022,295.17,-2.26%
22/07/2022,QQQ,301.99,02/09/2022,295.17,-2.26%
22/07/2022,QQQ,301.99,02/09/2022,295.17,-2.26%
22/07/2022,QQQ,301.99,02/09/2022,295.17,-2.26%
22/07/2022,QQQ,301.99,02/09/2022,295.17,-2.26%
22/07/2022,QQQ,301.99,02/09/2022,295.17,-2.26%
22/07/2022,QQQ,301.99,02/09/2022,295.17,-2.26%
11/11/2022,PCVX,44.42,18/12/2022,45.8,3.11%
11/11/2022,AXON,182.94,18/12/2022,169.34,-7.43%
11/11/2022,RMBS,37.49,18/12/2022,37.15,-0.91%
11/11/2022,SANM,67.61,18/12/2022,59.18,-12.47%
11/11/2022,WFRD,42.17,18/12/2022,45.1,6.95%
11/11/2022,MEDP,221.11,18/12/2022,206,-6.83%
11/11/2022,SMCI,8.35,18/12/2022,8.07,-3.35%
11/11/2022,AAON,52.01,18/12/2022,50.89,-2.15%
11/11/2022,STRL,32.12,18/12/2022,31.01,-3.46%
11/11/2022,GILD,81.82,18/12/2022,86.76,6.04%
11/11/2022,ASND,131.97,18/12/2022,118.6,-10.13%
11/11/2022,BIIB,289.45,18/12/2022,284.98,-1.54%
11/11/2022,NTNX,28.43,18/12/2022,31.17,9.64%
11/11/2022,PFG,95.00,18/12/2022,84.92,-10.61%
11/11/2022,DXCM,115.96,18/12/2022,114.63,-1.15%
11/11/2022,WING,166.91,18/12/2022,154.28,-7.57%
11/11/2022,MTS,0.15,18/12/2022,0.14,-6.67%
11/11/2022,TRI,113.98,18/12/2022,117.89,3.43%
11/11/2022,QCOM,121.43,18/12/2022,114.53,-5.68%
11/11/2022,MRNA,171.20,18/12/2022,193.29,12.90%
27/01/2023,EXAS,67.48,17/03/2023,63.44,-5.99%
27/01/2023,IDCC,69.50,17/03/2023,72.59,4.45%
27/01/2023,MKTX,372.37,17/03/2023,389.77,4.67%
27/01/2023,FTAI,22.59,17/03/2023,24.2,7.13%
27/01/2023,MELI,"1,221.27",17/03/2023,1201.15,-1.65%
27/01/2023,WFRD,55.73,17/03/2023,51.83,-7.00%
27/01/2023,ONC,259.80,17/03/2023,223.32,-14.04%
27/01/2023,RYAAY,38.28,17/03/2023,35.1,-8.31%
27/01/2023,WYNN,102.99,17/03/2023,107.04,3.93%
27/01/2023,BKNG,"2,464.51",17/03/2023,2440.85,-0.96%
27/01/2023,HTHT,50.23,17/03/2023,47.44,-5.55%
27/01/2023,TW,75.98,17/03/2023,75.94,-0.05%
27/01/2023,MASI,171.39,17/03/2023,171.73,0.20%
27/01/2023,TCOM,39.41,17/03/2023,36.65,-7.00%
27/01/2023,PDD,104.68,17/03/2023,91.94,-12.17%
27/01/2023,AGNC,11.68,17/03/2023,9.74,-16.61%
27/01/2023,CRUS,89.70,17/03/2023,102.75,14.55%
27/01/2023,IDXX,487.00,17/03/2023,471.36,-3.21%
27/01/2023,QQQ,296.26,17/03/2023,305.36,3.07%
27/01/2023,QQQ,296.26,17/03/2023,305.36,3.07%
17/03/2023,NVDA,25.73,23/06/2023,42.69,65.92%
17/03/2023,META,195.61,23/06/2023,281,43.65%
17/03/2023,LSCC,89.46,23/06/2023,88.66,-0.89%
17/03/2023,NTRA,56.63,23/06/2023,50.25,-11.27%
17/03/2023,AMD,97.84,23/06/2023,120.08,22.73%
17/03/2023,IDCC,72.59,23/06/2023,91.62,26.22%
17/03/2023,BBIO,13.55,23/06/2023,15.01,10.77%
17/03/2023,TIGO,18.18,23/06/2023,16.85,-7.32%
17/03/2023,CRUS,102.75,23/06/2023,77.14,-24.92%
17/03/2023,ALGN,320.87,23/06/2023,330.29,2.94%
17/03/2023,CIFR,2.32,23/06/2023,3.05,31.47%
17/03/2023,MELI,"1,201.15",23/06/2023,1194.74,-0.53%
17/03/2023,CDNS,206.88,23/06/2023,235.84,14.00%
17/03/2023,MKTX,389.77,23/06/2023,277.15,-28.89%
17/03/2023,AXON,213.12,23/06/2023,202.36,-5.05%
17/03/2023,SMCI,9.55,23/06/2023,23.08,141.68%
17/03/2023,AAON,59.55,23/06/2023,63.87,7.25%
17/03/2023,FSLR,199.62,23/06/2023,188.99,-5.33%
17/03/2023,FTAI,24.20,23/06/2023,29.56,22.15%
17/03/2023,DKNG,17.87,23/06/2023,24.51,37.16%
23/06/2023,NVDA,42.21,22/09/2023,41.61,-1.42%
23/06/2023,MDB,389.99,22/09/2023,335.76,-13.91%
23/06/2023,CELH,50.03,22/09/2023,55.85,11.63%
23/06/2023,AAOI,4.34,22/09/2023,9.58,120.74%
23/06/2023,STRL,52.59,22/09/2023,71.66,36.26%
23/06/2023,XP,23.45,22/09/2023,23.38,-0.30%
23/06/2023,EXAS,92.62,22/09/2023,66.85,-27.82%
23/06/2023,META,288.73,22/09/2023,299.08,3.58%
23/06/2023,GGAL,16.78,22/09/2023,14.64,-12.75%
23/06/2023,KRYS,119.50,22/09/2023,115.14,-3.65%
23/06/2023,AVGO,82.22,22/09/2023,82.91,0.84%
23/06/2023,LI,33.22,22/09/2023,39.28,18.24%
23/06/2023,MRVL,57.82,22/09/2023,52.3,-9.55%
23/06/2023,PANW,121.97,22/09/2023,114.26,-6.32%
23/06/2023,IDCC,91.07,22/09/2023,81.01,-11.05%
23/06/2023,ENTG,103.54,22/09/2023,91.04,-12.07%
23/06/2023,TSLA,256.60,22/09/2023,244.88,-4.57%
23/06/2023,APPF,166.02,22/09/2023,178.84,7.72%
23/06/2023,TTD,76.24,22/09/2023,76.35,0.14%
23/06/2023,ADBE,484.72,22/09/2023,512.9,5.81%
22/09/2023,CAMT,57.05,22/12/2023,68.54,20.14%
22/09/2023,WFRD,90.62,22/12/2023,96.59,6.59%
22/09/2023,STRL,71.66,22/12/2023,85.9,19.87%
22/09/2023,INSM,26.17,22/12/2023,30.04,14.79%
22/09/2023,POWL,76.66,22/12/2023,88.53,15.48%
22/09/2023,ERIE,290.14,22/12/2023,332.8,14.70%
22/09/2023,NTNX,35.09,22/12/2023,47.24,34.63%
22/09/2023,IESC,66.61,22/12/2023,82.15,23.33%
22/09/2023,AFRM,20.18,22/12/2023,49.06,143.11%
22/09/2023,AKAM,107.55,22/12/2023,119.62,11.22%
22/09/2023,PDD,95.93,22/12/2023,144.48,50.61%
22/09/2023,FUTU,59.03,22/12/2023,51.5,-12.76%
22/09/2023,ROAD,35.57,22/12/2023,43.88,23.36%
22/09/2023,CHTR,445.21,22/12/2023,382.09,-14.18%
22/09/2023,MTSI,77.89,22/12/2023,94.36,21.15%
22/09/2023,MORN,243.60,22/12/2023,285.95,17.39%
22/09/2023,PAA,15.79,22/12/2023,15.09,-4.43%
22/09/2023,AAOI,9.58,22/12/2023,20.9,118.16%
22/09/2023,HQY,72.65,22/12/2023,65.81,-9.42%
22/09/2023,NBIX,113.74,22/12/2023,128.45,12.93%
22/12/2023,CYTK,44.60,22/03/2024,67.42,51.17%
22/12/2023,AFRM,49.06,22/03/2024,36.04,-26.54%
22/12/2023,COIN,175.48,22/03/2024,255.51,45.61%
22/12/2023,AAOI,20.90,22/03/2024,14.68,-29.76%
22/12/2023,MSTR,61.92,22/03/2024,152.3,145.96%
22/12/2023,FITB,34.47,22/03/2024,36.37,5.51%
22/12/2023,PDD,144.48,22/03/2024,122.99,-14.87%
22/12/2023,EXPE,155.31,22/03/2024,136.84,-11.89%
22/12/2023,COKE,91.01,22/03/2024,87.43,-3.93%
22/12/2023,CRWD,255.63,22/03/2024,327.58,28.15%
22/12/2023,GSAT,28.95,22/03/2024,20.85,-27.98%
22/12/2023,ASND,124.55,22/03/2024,145.02,16.44%
22/12/2023,BBIO,41.06,22/03/2024,29.58,-27.96%
22/12/2023,TPG,43.74,22/03/2024,45.33,3.64%
22/12/2023,NUVL,73.12,22/03/2024,77.64,6.18%
22/12/2023,EWBC,71.51,22/03/2024,75.9,6.14%
22/12/2023,KYMR,25.70,22/03/2024,40.72,58.44%
22/12/2023,CG,40.70,22/03/2024,46.42,14.05%
22/12/2023,HST,19.77,22/03/2024,20.85,5.46%
22/12/2023,RYAAY,53.93,22/03/2024,58.28,8.07%
22/03/2024,COIN,255.51,21/06/2024,225.86,-11.60%
22/03/2024,FTAI,65.36,21/06/2024,92.73,41.88%
22/03/2024,META,509.58,21/06/2024,494.78,-2.90%
22/03/2024,NTRA,92.32,21/06/2024,107.11,16.02%
22/03/2024,APP,71.23,21/06/2024,78.58,10.32%
22/03/2024,KYMR,40.72,21/06/2024,31.99,-21.44%
22/03/2024,NTNX,64.45,21/06/2024,53.4,-17.15%
22/03/2024,DASH,137.24,21/06/2024,113.88,-17.02%
22/03/2024,CEG,178.24,21/06/2024,218.13,22.38%
22/03/2024,HOOD,18.30,21/06/2024,22.29,21.80%
22/03/2024,IESC,113.83,21/06/2024,132.22,16.16%
22/03/2024,MEDP,408.79,21/06/2024,404.03,-1.16%
22/03/2024,SFM,63.59,21/06/2024,77.35,21.64%
22/03/2024,CRWD,327.58,21/06/2024,380.63,16.19%
22/03/2024,MU,110.21,21/06/2024,139.54,26.61%
22/03/2024,GGAL,26.08,21/06/2024,32.06,22.93%
22/03/2024,PCAR,123.75,21/06/2024,105.96,-14.38%
22/03/2024,STRL,112.03,21/06/2024,116.22,3.74%
22/03/2024,NVMI,183.14,21/06/2024,228.9,24.99%
22/03/2024,ASML,979.96,21/06/2024,1036.6,5.78%
21/06/2024,NVDA,126.57,20/09/2024,116,-8.35%
21/06/2024,CAMT,114.39,20/09/2024,100.97,-11.73%
21/06/2024,NVMI,228.90,20/09/2024,200.39,-12.46%
21/06/2024,CRUS,125.96,20/09/2024,123.11,-2.26%
21/06/2024,FSLR,258.87,20/09/2024,240.2,-7.21%
21/06/2024,MU,139.54,20/09/2024,109.41,-21.59%
21/06/2024,QCOM,212.53,20/09/2024,168.92,-20.52%
21/06/2024,CEG,218.13,20/09/2024,254.98,16.89%
21/06/2024,SFM,77.35,20/09/2024,105.7,36.65%
21/06/2024,NTAP,127.64,20/09/2024,122.22,-4.25%
21/06/2024,TER,148.45,20/09/2024,128.95,-13.14%
21/06/2024,GGAL,32.06,20/09/2024,46.63,45.45%
21/06/2024,AVAV,189.48,20/09/2024,182.76,-3.55%
21/06/2024,HOOD,22.29,20/09/2024,22.73,1.97%
21/06/2024,NTRA,107.11,20/09/2024,127.78,19.30%
21/06/2024,WWD,183.16,20/09/2024,168.04,-8.26%
21/06/2024,KLAC,816.55,20/09/2024,758.85,-7.07%
21/06/2024,WDC,57.27,20/09/2024,50.45,-11.91%
21/06/2024,CRDO,27.49,20/09/2024,29.18,6.15%
21/06/2024,HALO,51.55,20/09/2024,59.24,14.92%
20/09/2024,APP,126.09,20/12/2024,340.99,170.43%
20/09/2024,GGAL,46.63,20/12/2024,63.59,36.37%
20/09/2024,PCVX,115.18,20/12/2024,86.53,-24.87%
20/09/2024,PLTR,37.20,20/12/2024,80.55,116.53%
20/09/2024,SFM,105.70,20/12/2024,131.7,24.60%
20/09/2024,ERIE,521.01,20/12/2024,416.48,-20.06%
20/09/2024,ALNY,273.88,20/12/2024,245.44,-10.38%
20/09/2024,RKLB,7.47,20/12/2024,24.87,232.93%
20/09/2024,TPG,58.72,20/12/2024,64.82,10.39%
20/09/2024,ERIC,7.57,20/12/2024,8.06,6.47%
20/09/2024,TIGO,27.84,20/12/2024,24.45,-12.18%
20/09/2024,NTRA,127.78,20/12/2024,161.88,26.69%
20/09/2024,AXON,393.29,20/12/2024,631.69,60.62%
20/09/2024,COKE,126.43,20/12/2024,120.26,-4.88%
20/09/2024,UMBF,106.75,20/12/2024,114.61,7.36%
20/09/2024,BPYPM,17.90,20/12/2024,15.59,-12.91%
20/09/2024,ROAD,72.53,20/12/2024,92.77,27.91%
20/09/2024,MELI,"2,103.75",20/12/2024,1720.36,-18.22%
20/09/2024,ENSG,150.86,20/12/2024,134.59,-10.78%
20/09/2024,ARGX,533.00,20/12/2024,623.82,17.04%
20/12/2024,AXON,631.69,07/03/2025,526.4,-16.67%
20/12/2024,TSLA,421.06,07/03/2025,262.67,-37.62%
20/12/2024,GGAL,63.59,07/03/2025,57.63,-9.37%
20/12/2024,UAL,97.40,07/03/2025,82.88,-14.91%
20/12/2024,HOOD,38.33,07/03/2025,44.42,15.89%
20/12/2024,DOCU,94.41,07/03/2025,79.83,-15.44%
20/12/2024,LLYVA,67.85,07/03/2025,65.66,-3.23%
20/12/2024,AFRM,65.64,07/03/2025,51.97,-20.83%
20/12/2024,LLYVK,69.00,07/03/2025,66.91,-3.03%
20/12/2024,SHOP,108.95,07/03/2025,100.13,-8.10%
20/12/2024,MRVL,111.90,07/03/2025,70.84,-36.69%
20/12/2024,FRHC,127.17,07/03/2025,135.1,6.24%
20/12/2024,IDCC,189.43,07/03/2025,215.28,13.65%
20/12/2024,PEGA,47.62,07/03/2025,37.99,-20.22%
20/12/2024,GSAT,29.25,07/03/2025,23.09,-21.06%
20/12/2024,TEAM,257.26,07/03/2025,238.86,-7.15%
20/12/2024,FTNT,97.19,07/03/2025,101.28,4.21%
20/12/2024,NFLX,90.91,07/03/2025,89.11,-1.98%
20/12/2024,AUR,7.19,07/03/2025,7.1,-1.25%
20/12/2024,NTRA,161.88,07/03/2025,140.66,-13.11%
09/05/2025,MSFT,438.73,20/06/2025,477.4,8.81%
09/05/2025,MSTR,416.03,20/06/2025,369.7,-11.14%
09/05/2025,PLTR,117.30,20/06/2025,137.3,17.05%
09/05/2025,STRL,177.74,20/06/2025,217.97,22.63%
09/05/2025,ROAD,95.75,20/06/2025,102.34,6.88%
09/05/2025,DRS,41.77,20/06/2025,44,5.34%
09/05/2025,XP,17.87,20/06/2025,19.53,9.29%
09/05/2025,MELI,"2,450.00",20/06/2025,2403.81,-1.89%
09/05/2025,TIGO,34.85,20/06/2025,35.93,3.10%
09/05/2025,NFLX,114.02,20/06/2025,123.14,8.00%
09/05/2025,IESC,245.64,20/06/2025,273.13,11.19%
09/05/2025,IDXX,491.70,20/06/2025,523.92,6.55%
09/05/2025,BTSGU,80.18,20/06/2025,78.24,-2.42%
09/05/2025,AXON,684.59,20/06/2025,777.32,13.55%
09/05/2025,PEGA,46.54,20/06/2025,49.61,6.60%
09/05/2025,ZS,233.06,20/06/2025,302.94,29.98%
09/05/2025,OKTA,119.45,20/06/2025,99.42,-16.77%
09/05/2025,CDNS,305.78,20/06/2025,295.4,-3.39%
09/05/2025,AVAV,165.47,20/06/2025,189.65,14.61%
09/05/2025,HOOD,54.65,20/06/2025,78.5,43.64%
20/06/2025,HOOD,78.50,19/09/2025,124.78,58.96%
20/06/2025,TTMI,36.69,19/09/2025,52.12,42.06%
20/06/2025,ZS,302.94,19/09/2025,294.27,-2.86%
20/06/2025,KTOS,43.11,19/09/2025,80.77,87.36%
20/06/2025,STX,130.96,19/09/2025,221.23,68.93%
20/06/2025,INSM,102.68,19/09/2025,144.76,40.98%
20/06/2025,STRL,217.97,19/09/2025,360.25,65.28%
20/06/2025,WWD,237.89,19/09/2025,238.11,0.09%
20/06/2025,DRS,44.00,19/09/2025,41.44,-5.82%
20/06/2025,NTES,128.63,19/09/2025,152.05,18.21%
20/06/2025,TIGO,35.93,19/09/2025,49.68,38.27%
20/06/2025,NXT,57.62,19/09/2025,71.35,23.83%
20/06/2025,CRWD,476.30,19/09/2025,502.55,5.51%
20/06/2025,AVGO,249.99,19/09/2025,344.94,37.98%
20/06/2025,INTU,761.14,19/09/2025,687.92,-9.62%
20/06/2025,ENLT,21.01,19/09/2025,29.17,38.84%
20/06/2025,RYAAY,54.97,19/09/2025,55.79,1.49%
20/06/2025,BBIO,41.73,19/09/2025,52.37,25.50%
20/06/2025,ULTA,473.85,19/09/2025,521.47,10.05%
20/06/2025,EBAY,77.62,19/09/2025,91.11,17.38%
19/09/2025,LITE,168.73,19/12/2025,371.43,120.13%
19/09/2025,WDC,106.63,19/12/2025,181.08,69.82%
19/09/2025,SOFI,29.51,19/12/2025,27.24,-7.69%
19/09/2025,STX,221.23,19/12/2025,296.36,33.96%
19/09/2025,STRL,360.25,19/12/2025,308.58,-14.34%
19/09/2025,HOOD,124.78,19/12/2025,121.35,-2.75%
19/09/2025,RMBS,102.35,19/12/2025,96.4,-5.81%
19/09/2025,INSM,144.76,19/12/2025,174.84,20.78%
19/09/2025,IDCC,334.81,19/12/2025,334.4,-0.12%
19/09/2025,WBD,19.33,19/12/2025,27.77,43.66%
19/09/2025,TIGO,49.68,19/12/2025,53.73,8.15%
19/09/2025,ALNY,453.56,19/12/2025,400.23,-11.76%
19/09/2025,GOOGL,254.72,19/12/2025,307.16,20.59%
19/09/2025,AFRM,92.18,19/12/2025,76.22,-17.31%
19/09/2025,GOOG,255.24,19/12/2025,308.61,20.91%
19/09/2025,ENLT,29.17,19/12/2025,41.8,43.30%
19/09/2025,AVGO,344.94,19/12/2025,340.36,-1.33%
19/09/2025,AEIS,174.35,19/12/2025,216.09,23.94%
19/09/2025,CG,68.17,19/12/2025,59.54,-12.66%
19/09/2025,ROAD,133.67,19/12/2025,109.13,-18.36%
19/12/2025,SATS,103.91,20/03/2026,109.84,5.71%
19/12/2025,VICR,104.40,20/03/2026,164.54,57.61%
19/12/2025,RVMD,78.78,20/03/2026,95.78,21.58%
19/12/2025,EXAS,101.82,20/03/2026,104.91,3.03%
19/12/2025,MU,265.92,20/03/2026,422.9,59.03%
19/12/2025,WBD,27.77,20/03/2026,27.42,-1.26%
19/12/2025,ROIV,22.41,20/03/2026,27.7,23.61%
19/12/2025,ENLT,41.80,20/03/2026,71.47,70.98%
19/12/2025,BBIO,76.30,20/03/2026,68.54,-10.17%
19/12/2025,TER,195.18,20/03/2026,290.83,49.01%
19/12/2025,MDGL,591.02,20/03/2026,441.16,-25.36%
19/12/2025,MDB,430.64,20/03/2026,261.16,-39.36%
19/12/2025,IONS,79.57,20/03/2026,70.99,-10.78%
19/12/2025,VIAV,18.02,20/03/2026,31.44,74.47%
19/12/2025,LRCX,172.27,20/03/2026,228.36,32.56%
19/12/2025,BTSG,37.49,20/03/2026,41.21,9.92%
19/12/2025,BTSGU,127.29,20/03/2026,136.81,7.48%
19/12/2025,CHRW,166.46,20/03/2026,168.88,1.45%
19/12/2025,GOOG,308.61,20/03/2026,298.79,-3.18%
19/12/2025,UTHR,517.13,20/03/2026,524.28,1.38%
